Entitas,Label
moj,PER
##tab,NOR
republik islam iran,NOR
ayatollah ali khamenei ayatollah khamenei,PER
aliansi amerika serikat israel,NOR
februari,DAT
tribunmed,ORG
##ancom,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
amerika,GPE
serikat,NOR
israel,GPE
teheran,GPE
badan intelijen amerika serikat central intelligence agency cia,NOR
kham,GPE
cia,NOR
kham,GPE
iran,GPE
kham,GPE
teheran,GPE
salat,REG
id,EVT
idul fitri,REG
berkabung nasional iran,EVT
ayatollah ali khamene,PER
pemimpin tertinggi iran,NOR
mojtaba khamene,PER
idul fitri,REG
televisi,NOR
pemerintah,NOR
asisrae,PER
mojtab,GPE
vi,PER
##oryvideo,WOA
salat,REG
idul fitri teheran perang,EVT
iran,GPE
jet tempur canggih,PRD
as,GPE
israel selatan,GPE
pulau qeshm teluk persia,LOC
asisrael,ORG
khamene,GPE
presiden as,NOR
donald trump,PER
iran,GPE
iran,GPE
jet tempur canggih,PRD
as,GPE
israel selatan,GPE
pulau qeshm teluk persia teheran,LOC
kawasan,LOC
teluk persia,LOC
korps garda,NOR
tribunmed,ORG
##ancom,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
amerika,GPE
serikat,NOR
israel,GPE
teheran,GPE
badan intelijen amerika serikat central intelligence agency cia,NOR
kham,GPE
cia,NOR
kham,GPE
iran,GPE
kham,GPE
khamenei,NOR
revolusi islam revolusi,EVT
islam,REG
khamene,PER
dewan revolusi,NOR
wakil menteri pertahanan imam,NOR
salat,PER
teheran,NOR
parlemen presiden,NOR
mohammad ali rajai,PER
khamene,PER
khomeini,PER
majelis,NOR
ahli,ORG
khamenei,NOR
tel aviv,GPE
israel,GPE
iran,GPE
as,GPE
amerika serikat,GPE
israel,GPE
operasi militer gabungan,EVT
iran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
hassan nasrallah nasrallah,PER
israel,GPE
beirut,GPE
lebanon,GPE
tribunnews,ORG
nasrallah khamenei,PER
israel,GPE
khamene,PER
khamene,PER
sekretaris jenderal hizbullah,NOR
khamenei,PER
iran,GPE
iran,GPE
hizbullah,NOR
##si,NOR
tribunnewscom,ORG
hass,PER
kepala intelijen militer israel,NOR
mayor jenderal shlomi binder,PER
pemerintah iran,NOR
the jerusalem post,ORG
iran,GPE
teheran,GPE
iran,GPE
iran,GPE
bind,PER
id,NOR
israel,GPE
kepala staf iran perang,NOR
ali shademani idf,PER
the jerusalem post,ORG
pertahanan,ORG
pemerintah iran,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
teheran,GPE
khamene,PER
amerika,GPE
serikat israel iran,NOR
tasnim news agency,ORG
jakarta,GPE
pemerintah iran,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
teheran,GPE
khamene,PER
amerika,GPE
serikat israel iran,NOR
tasnim news agency,ORG
appstore playstore,PRD
timur,LOC
iran,GPE
ayatollah ali khamenei,PER
venezuela,GPE
nicolas maduro,PER
new york,GPE
donald trump,PER
selat hormuz,LOC
iran,GPE
amerika serikat,GPE
as,GPE
israel,GPE
iran,GPE
iran,GPE
selat hormuz,LOC
februari,DAT
selat hormuz,LOC
teluk persia laut arab,LOC
iran,GPE
utara,LOC
oman,GPE
uni emirat arab uea selatan,GPE
kapal tanker minyak,PRD
pemimpin tertinggi iran,NOR
mojtaba khamenei,PER
timur,LOC
iran,GPE
ayatollah ali khamenei,PER
venezuela,GPE
nicolas maduro,PER
new york,GPE
donald trump,PER
appstore playstore,PRD
iran,GPE
ali khamene,PER
amerika serikat,GPE
israel,GPE
pemerintah iran,NOR
khamene,GPE
republik,GPE
islam iran,NOR
pemerintah iran,NOR
khamene,PER
amerika serikat,GPE
israel,GPE
pemerintah iran,NOR
dewan kota saudara,NOR
raghe,ORG
##b younes,PER
allah,REG
allah,REG
mohammed ahmad haidar,PER
kota media,NOR
lebanon,GPE
kota saksakiyah,GPE
distrik sidon,GPE
delapan,CRD
israel,GPE
shimon siri,PER
##ne,PRD
rudal iran,PRD
iran,GPE
amerika serikat,GPE
israel,GPE
ketiga,ORD
februari,DAT
iran,GPE
ayatollah,PER
ali khamenei,PER
israel,GPE
vi,PER
##ory,EVT
rudal iran,PRD
herzli,GPE
##ya,LOC
israel,GPE
rudal iran rudal iran herz,PRD
##ya war,PRD
iran,GPE
ayatollah ali khamenei,PER
asi,NOR
##s,PER
##rae,NOR
presiden,NOR
donald trump,PER
presiden as,NOR
donald trump khamenei,PER
iran international,ORG
khamenei,PER
tribunkaltengcom kabar,ORG
iran,GPE
ayatollah ali khamenei,PER
iran,GPE
ayatollah ali khamenei,PER
asi,NOR
##s,ORG
##rael,NOR
presiden,NOR
donald trump iran,PER
tribunjakartacom,ORG
ramadan,REG
indonesia,GPE
perang timur israel amerika serikat,EVT
as,GPE
teheran,GPE
iran,GPE
pemimpi,NOR
iran,GPE
ayatollah ali khamenei,PER
truth social,ORG
trump,PER
khamene,PER
trump,PER
kham,PER
iran,GPE
khamene,PER
iran,GPE
amerika,GPE
tribunkaltengcom update,ORG
iran,GPE
amerika,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
besarbesaran sanaa pemogokan,EVT
houthi,ORG
khamene,PER
donald trump,PER
amerika,GPE
##is,NOR
iran,NOR
masoud pezeshkian,PER
pemimpin,NOR
iran sanaa yaman,NOR
pemimpin houthi yaman,NOR
abdul malik alhouthi,PER
iran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel,GPE
khamene,PER
nabi muhammad saw,REG
syiah,REG
suryamalangcom,ORG
iran,GPE
ayatollah ali khamene,PER
iran,GPE
nabi muhammad saw,REG
amerika serikat,GPE
israel,GPE
kawasan timu,LOC
washington,GPE
presiden amerika serikat,NOR
donald trump,PER
iran,GPE
trump,NOR
fox news,ORG
presiden,NOR
mojtaba khamenei,PER
ayatollah ali khamenei,PER
pemimpin,NOR
iran,GPE
trump,PER
mojtaba khamene,PER
amerika serikat,GPE
israel,GPE
iran,GPE
teheran,GPE
iran,GPE
israel,GPE
doha,GPE
iran,GPE
teheran,GPE
ketua parlemen iran,NOR
mohammad bagher ghalibaf,PER
iran,GPE
ghalibaf,PER
iran,GPE
amerika serikat,GPE
israel,GPE
iran,GPE
teheran,GPE
iran,GPE
israel,GPE
as timur,GPE
teheran,GPE
iran,GPE
teheran,GPE
ketua parlemen iran,NOR
mohammad bagher ghaliba,PER
iran,GPE
ghaliba,PER
##f,ORG
media sosial,ORG
iran,GPE
putin trump,PER
gencatan,EVT
amerika serikat,GPE
israel,GPE
iran,GPE
teheran,GPE
doha,GPE
juru bicara kementerian negeri qatar,NOR
majed alansari qatar,PER
iran,GPE
iran,GPE
iran,GPE
alan,PER
konferensi pers,EVT
februari,DAT
menteri negeri negara kemlu qatar,NOR
iran,GPE
qatar,GPE
mediator,NOR
iran,GPE
amerika serikat,GPE
alansari,PER
qatar,GPE
iran,GPE
iran,GPE
israel,GPE
teheran,GPE
iran,GPE
mojtaba khamene,PER
skala nasional,EVT
kota,EVT
iran,GPE
majelis pakar iran,NOR
teheran,GPE
kota iran,GPE
iran,GPE
lapangan enghelab,LOC
iran,GPE
ali khamenei,PER
amerika,GPE
serikat,NOR
##is,PER
##rae,PER
pewarta xinhuae,ORG
istanbul,GPE
arab saudi,GPE
kuwait uni emirat arab uea,GPE
angkatan bersenjata aparat keamanan negara menjalankan tugas,NOR
kementerian negeri kemlu arab saudi,NOR
kerajaan arab saudi,NOR
pemerintah rakyat negara sahabat,NOR
kuwait,GPE
uni emirat arab,GPE
arab saudi,GPE
kerajaan,GPE
kuwait,GPE
uea,GPE
kuwait,GPE
rudal drone uea,PRD
ankara,GPE
presiden turki,NOR
recep tayyip erdog,PER
presiden iran,NOR
masoud pezeshkia,PER
turki,GPE
erdog,PER
iran,GPE
kementerian pertahanan turki,NOR
rudal balistik,PRD
iran,GPE
provinsi gaziantep,GPE
turki tenggara,GPE
nato,PRD
mediterania timur,GPE
er,PER
telepon pe,PRD
##sh,PRD
rudal,PRD
moskow,GPE
pemerintah belanda,NOR
kapal fregat komando antipesawat hnlms ever,PRD
timur mediterania,GPE
prancis,GPE
iran,GPE
stasiun televisi nos,ORG
menteri pertahanan negeri belanda,NOR
kapal,ORG
siprus,GPE
turki,GPE
prancis,GPE
belanda,GPE
kapal induk,PRD
prancis,GPE
charles de gaulle,PER
kapal perang fregat pertahanan udara komando evertsen,PRD
kapal induk misinya,PRD
washington,GPE
presiden amerika serikat,NOR
donald trump,PER
minyak,PRD
trump,PER
trump,EVT
as,NOR
iran,GPE
minyak,PRD
minyak,PRD
jakarta,GPE
ketua dpr ri,NOR
puan maharani,PER
pemimpin tertinggi republik islam iran,NOR
ali khamene,PER
amerika serikat israel,GPE
rapat paripurna dpr ri pembukaan persidangan iv sidang – kompleks,EVT
parlemen senayan jakarta,LOC
dpr ri,NOR
ayatullah ali khamene,PER
republik islam iran,NOR
israel,GPE
as,GPE
iran,GPE
puan puan negara,PER
washington,GPE
senator partai demokrat amerika serikat as,NOR
kota minab,GPE
iran,GPE
pasukan as pentagon,NOR
sekolah,NOR
pasukan,ORG
as,NOR
menteri pertahanan,NOR
pete hegset,PER
departemen pertahanan,NOR
brian schatz,PER
hegset,PER
kongres,NOR
mengkh,LOC
web,PRD
uu ite,LAW
istanbul,GPE
asia,GPE
asisrael,EVT
iran,GPE
minyak mentah global,PRD
dolar,MON
rp juta barel,MON
india,GPE
pemerintah,NOR
india,GPE
minyak bumi,PRD
china,GPE
atlantic,NOR
council beijing,ORG
minyak mentah,PRD
minyak domestik,PRD
jakarta,NOR
kedutaan kedubes iran jakarta,NOR
ayatollah seyyed mojtaba hosseini khamene,PER
pemimpin tertinggi iran,NOR
mojtaba khamenei,PER
ayatollah aludzma syahid,PER
seyyed ali hosseini khamenai,PER
asisrael iran,NOR
jakarta,GPE
##bes iran,NOR
pemerintahan iran,NOR
m,PER
istanbul,GPE
presiden lebanon,NOR
joseph aoun,PER
israel,GPE
perserikatan bangsabangsa,NOR
lebanon,GPE
israel,GPE
duta denmark swedia norwegia,NOR
nna,NOR
lebanon,GPE
lebanon,GPE
november,DAT
web,PRD
uu ite,LAW
istanbul,GPE
enam,CRD
israel,GPE
lebanon selatan,GPE
sir algharbiyye,GPE
distrik,GPE
nabatieh nasional lebanon,GPE
kota,GPE
lebanon beirut,GPE
kementerian kesehatan media,NOR
israel,GPE
lebanon timur selatan,GPE
israel,GPE
lebanon,GPE
hezbol,ORG
perang asis,EVT
kairo,GPE
korps garda revolusi islam islamic revolutionary guard corpsirgc iran,NOR
pemimpin,NOR
mojtaba khamene,PER
irgc mojtaba,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
majelis ahli iran,NOR
sidang ayat,NOR
##ollah,PER
seyyed mojtaba hosseini khamenei,PER
ketiga,ORD
suci republik islam iran,NOR
itu,PER
##mojtaba khamenei,PER
pemimpin tertinggi iran,NOR
ali khamene,PER
teheran,GPE
juru bicara kementerian negeri iran,NOR
esmaeil baghaei,PER
asisrae,ORG
bahan,ORG
bakar,PRD
iran,GPE
kemanusiaan,EVT
baghae,GPE
asisrael,ORG
fasilitas,LOC
minyak,LOC
teheran,GPE
provinsi alborz,GPE
asi,NOR
##s,ORG
##rae,NOR
iran,GPE
iran,GPE
perang kimia,PRD
iran baghaei,GPE
depot,LOC
bahan,ORG
bakar bahan berbah,LOC
washington,GPE
presiden as,NOR
donald trump,PER
minyak,PRD
nuklir iran,PRD
trump,PER
bensin,PRD
minyak,PRD
iran,GPE
as,GPE
trump,PER
truth,PRD
minyak,PRD
minyak mentah brent,PRD
dolar as,MON
rp juta,MON
minyak dunia,PRD
dolar as,MON
teheran,GPE
mojtaba khamenei ulama,PER
iran,GPE
iran,GPE
as,GPE
israel,GPE
##baru ulama,PER
majelis ahli iran,NOR
ayatollah ali khamenei,PER
tokyo,GPE
mojtaba khamenei,PER
ayatollah ali khamenei,PER
pemimpin tertinggi iran media pemerintah iran,NOR
khamenei,PER
ketiga,ORD
iran,GPE
revolusi,NOR
islam,REG
amerika serikat,GPE
amerika serikat,GPE
as,GPE
israel,GPE
iran,GPE
februari,DAT
korps garda revolusi islam,NOR
pemimpin,NOR
pemimpin,NOR
iran,GPE
yudikatif legislatif administratif iran,NOR
beirut,NOR
israel,GPE
lebanon,GPE
maret,DAT
otoritas kesehatan lebanon,NOR
ah,NOR
##ad kementerian kesehatan lebanon,NOR
kementerian anak,NOR
israel,GPE
israel,GPE
enam,CRD
roket,QTY
hizbullah,NOR
israel,GPE
lebanon,GPE
kota,GPE
beirut,GPE
maret,DAT
hizbullah,NOR
rudal drone,PRD
israel,GPE
pemimpin tertinggi iran,NOR
ali khamene,PER
israel,GPE
lebanon,GPE
israe,PER
teheran,GPE
mojtaba khamenei,PER
ayatollah ali khamene,PER
pemimpin tertinggi iranpe,NOR
iran pucuk,NOR
kekuasaan yudikatif legislatif administratif iran,NOR
iran,GPE
nuklirgard,EVT
revolusi,EVT
iran,GPE
##g,ORG
pemimpin,NOR
moj,PER
##tab,NOR
##a khamene,PER
ria novosti,PER
irgc iran,NOR
mojtaba khamenei,PER
revolusi,REG
islam,REG
imam ruhollah kh,PER
jakarta,GPE
rupiah,MON
dolar amerika serikat as,MON
minyak dunia,PRD
jakarta,GPE
rupiah,MON
rp dolar as,MON
analis mata uang doo financial futures,ORG
lukman leong,PER
rupiah,MON
minyak mentah,PRD
rupiah,MON
dolar as,MON
jakarta,GPE
indeks harga saham gabungan ihsg bursa,PRD
efek indonesia bei,ORG
saham kawasan asia,ORG
minyak,PRD
ihsg,PRD
poin persen,PRC
indeks lq,ORG
persen,PRC
kiwoom research,ORG
head of research kiwoom sekuritas indonesia,ORG
liza camelia suryanata,PER
jakarta,GPE
konflik amer,EVT
istanbul,GPE
iran,GPE
platform media sosial x netblock,ORG
kesembilan,ORD
iran,GPE
kesembilan,QTY
netblocks,ORG
organisasi infrastruktur jaringan teknis negara,ORG
pemimpin,NOR
iran,GPE
ali khamene,PER
istanbul,GPE
pejabat keamanan tertinggi iran,NOR
ali larijani,PER
tentara amerika serikat,NOR
washington,GPE
amerika,GPE
amerika,GPE
larijan,PER
amerika serikat,GPE
as,GPE
juru bicara komando pusat as,NOR
cent,ORG
##com,NOR
al jaz,PER
##eer,NOR
##a,PER
iran,GPE
as,GPE
israel,GPE
iran,GPE
februari,DAT
teheran,GPE
iran,GPE
enam,CRD
utusan korps garuda revolusi islam,NOR
ir,PER
##g,NOR
##c ali mohammad naini,PER
angkatan bersenjata iran,NOR
enam,CRD
nai,PER
pemerintah iran,NOR
iran,GPE
rudal balistik berat,PRD
rudal jelajah jenis,PRD
drone kapal serang,PRD
naini,NOR
iran,GPE
rudal jarak canggih,PRD
amerika serikat,GPE
israel,GPE
iran,GPE
moskow,GPE
amerika serikat,GPE
pangkalanpangkalan inggris,NOR
operasi pertahanan khusus iran,NOR
kementerian pertahanan inggris,NOR
sabtuamerika serikat,DAT
pangkalanpangkalan,NOR
inggris,GPE
pertahanan,EVT
iran,GPE
rudal,PRD
inggris,GPE
kementerian pertahanan,NOR
sky newsselain,ORG
jet tempur typhoon f inggris,PRD
operasi udara yordania,EVT
qatar,GPE
siprus,GPE
london,GPE
helikopter mer,PRD
sky newssemen,ORG
kota,GPE
nicosia,GPE
siprus,GPE
teheran,GPE
ketua parlemen iran,NOR
mohammad bagher ghalibaf,PER
militer,LOC
ask,FAC
##ebi,NOR
republik islam iran,NOR
as,GPE
xiran,GPE
israel,GPE
as timur,GPE
operasi militer gabungan,EVT
amerika serikat israel,GPE
februarihari,DAT
pemimpin,NOR
iran,GPE
ayatollah ali khamenei,PER
osaka,GPE
amerika,GPE
serikatisrael iran jepang,NOR
osaka,GPE
ria novosti,ORG
as,GPE
israel,GPE
iran,GPE
as,GPE
israel,GPE
iran,GPE
iran,GPE
amerika,GPE
pemerintah,NOR
jepang,GPE
as,GPE
presiden as,NOR
donald trump,PER
perdana menteri jepang,NOR
sanae takaichi,PER
ankara,GPE
china,GPE
iran,GPE
rudal,PRD
beijing,GPE
iran,GPE
asisrael,NOR
as,GPE
china,GPE
china,GPE
minyak mentah iran,PRD
teheran,GPE
selat hormuz,LOC
china,GPE
asia,GPE
timur,GPE
rusia,GPE
washington,GPE
presiden amerika serikat,NOR
donald trump,PER
iran,GPE
asisrael iran,NOR
teheran,GPE
iran,GPE
iran,GPE
pemimpin,EVT
iran,GPE
trump,PER
truth social,PRD
trump,PER
iran,GPE
iran,GPE
spanyol,GPE
iran,GPE
as,GPE
israel,GPE
washington,GPE
donald trump washington,PER
iran,GPE
amerika,GPE
##is,NOR
##rae,EVT
amerika serikat as,GPE
iran,GPE
amerika,GPE
israel,GPE
timur,GPE
pesta trump gedung putih,EVT
trump,PER
pemimpin,NOR
iran,GPE
pemimpin,NOR
venezuela,GPE
nicolas maduro,PER
amerika,GPE
as,GPE
delcy rodriguez,PER
venezuela,ORG
ax,PER
##ios trump venezuela co,ORG
beirut,GPE
pesawat tempur,PRD
israel,GPE
beirut,GPE
israel,GPE
dahieh,LOC
televisi aljade,ORG
##ed,NOR
israel,GPE
beirut,GPE
israel,GPE
kementerian kesehatan lebanon,NOR
israel,GPE
presiden lebanon,NOR
joseph aoun,PER
jakarta,GPE
antarajacx,ORG
facebook,PRD
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel,GPE
khamene,PER
shaheed khamene,PER
mahkamah,REG
allah,NOR
pemimpin agama tertinggi iran,NOR
ayatollah ali khamenei,PER
innalillahi wa inna ilahi rajiun,REG
pimpinan agama iran,NOR
ayatollah ali khamenei,PER
beirut,GPE
sekretaris jenderal hizbullah,NOR
naim qassem,PER
israel,GPE
qas,NOR
##sem,ORG
hiz,NOR
##bullah,ORG
perjanjian gencatan senjata,LAW
israel,GPE
israel,GPE
perserikatan bangsabangsa pbb,NOR
lebanon,NOR
qas,PER
hiz,NOR
##bullah,ORG
israel,GPE
jakarta,GPE
menteri energi sumber daya mineral esdm,NOR
bahlil lahadalia,PER
indonesia,GPE
minyak amerika serikat,PRD
perang amerika serikatisrael,EVT
iran,GPE
minyak mentah jenis,PRD
brent ice,PRD
dolar as barel,MON
minyak mentah jenis,PRD
brent ice,PRD
januari,DAT
dolar as,MON
minyak as,PRD
bahlil,PER
kementerian esdm jakarta,NOR
bah,NOR
pertamina,NOR
badan usaha milik negara bumn,NOR
minyak tim,PRD
##u,ORG
istanbul,GPE
menteri negeri menlu china,NOR
wang yi china,PER
utusan,NOR
timur,NOR
wang yi,PER
menteri negeri menlu arab saudi,NOR
faisal bin farhan al saud xinhua,PER
pemerintah china,NOR
menlu uni emirat arab uea,NOR
abdullah bin zayed al nahyan wang yi,PER
beijing,GPE
wang,PER
menlu israel,NOR
gideon sa ’ ar,PER
iran,GPE
jakarta,GPE
menteri energi sumber daya mineral esdm,NOR
bahlil,PER
minyak mentah crude amerika serikat as,PRD
minyak timur,PRD
bahlil,PER
kementerian esdm jakarta,NOR
bah,EVT
minyak indonesia,PRD
minyak mentah,PRD
minyak timur,PRD
amerika,GPE
serikat,PRD
indonesia,GPE
amerika serikat,GPE
##rael,EVT
iran,GPE
storage,LOC
pertamina,ORG
jakarta,GPE
menteri energi sumber daya mineral esdm,NOR
bahlil lahada,PER
penyimpanan,LOC
minyak mentah crude indonesia,PRD
kementerian esdm jakarta,NOR
##age indonesia,EVT
amerika serikat as,GPE
as,GPE
alf,PER
selat hormuz picu,LOC
stor,LOC
teheran,GPE
amerika,GPE
serikat,NOR
israel,GPE
iran,GPE
tas,GPE
##ni,ORG
##m,GPE
iran,GPE
foundation of martyrs and veterans affairs sabit merah,ORG
iran,GPE
asisrael,NOR
iran,GPE
februari,NOR
as,GPE
israel,GPE
iran,GPE
teheran,GPE
televisi,NOR
pemerintah iran,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
iran,GPE
teheran,GPE
korps garda revolusi islam iran irgc,NOR
markas staf pasukan pertahanan israel,NOR
idf,ORG
gedung,NOR
kementerian pertahanan kemhan,NOR
israel,GPE
fars,ORG
ir,NOR
##g,ORG
bnei brak instalasi militer petah tikva timur laut tel aviv pusat militer,LOC
galilea,GPE
barat ir,LOC
##g,GPE
as,GPE
israel,GPE
iran,GPE
februari,DAT
as,GPE
israel,GPE
iran teheran,GPE
televisi pemerintah iran,NOR
teheran,GPE
korps garda revolusi islam iran irgc,NOR
as,GPE
israel,GPE
amerika,GPE
israel,GPE
as,GPE
israel,GPE
irgc stasiun tv irgc,ORG
asis,PER
##rae,ORG
##l,PER
sekolah rumah sakit stadion,FAC
iran,GPE
irgc,ORG
rudal tomahawk,PRD
oshnavieh,LOC
tokyo,GPE
amerika serikat,GPE
kapal tanker,PRD
teluk persia,LOC
donald trump,PER
asisrael,NOR
iran,GPE
timur,GPE
trump,PER
dfc as,ORG
minyak,PRD
trump,PER
kapalkapal teluk,PRD
persi,LOC
bandung,NOR
pemerintah provinsi jawa barat pemprov jabar,NOR
adu,LOC
##an,EVT
daerah timur tim,LOC
##teng,GPE
jawa barat timur,GPE
kepala dinas komunikasi informatika,NOR
disko,NOR
##minfo,NOR
jawa,GPE
barat,NOR
adi komar gedung,PER
pakuan bandung,LOC
gubernur,NOR
dedi mulyadi,PER
kota,GPE
iran,GPE
pangkalan militer as negara,FAC
##negara teluk,LOC
bandung,NOR
pemerintah provinsi jawa barat,NOR
jabar,GPE
negaranegara timur,NOR
blok asisrael,LOC
iran,GPE
sekretaris daerah sekda jabar,NOR
herman suryatman,PER
otoritas daerah komando tunggal kementerian negeri kemenlu ri,NOR
pemerintah pusat,NOR
kemenlu,NOR
herman suryatman,PER
bandung,GPE
jakarta,GPE
menteri energi sumber daya mineral esdm,NOR
bahlil lahadalia,PER
bahan bakar minyak bbm,PRD
bah,PER
konferensi pers perkembangan,EVT
timur,EVT
esdm,ORG
kementerian esdm jakarta,NOR
indonesia,GPE
jepang,GPE
bbm indonesia,PRD
jepang,GPE
bbm,PRD
bbm,PRD
indonesia,GPE
jepang,GPE
jakarta indonesia,GPE
lpg timur negara,PRD
selat hormuz,LOC
kilang,FAC
saudi aram,GPE
##co,ORG
arab saudi,GPE
perang asisrael,EVT
iran,GPE
timur,GPE
saudi,GPE
aramco,ORG
menteri energi sumber,NOR
daya,ORG
mineral,NOR
esdm bah,ORG
##lil,PER
konferensi pers perkembangan terkini timur,EVT
es,NOR
##dm,ORG
kementerian esdm jakarta,NOR
bahlil,PER
indonesia,ORG
lpg,PRD
juta,MON
ton,QTY
persen,PRC
amerika serikat,GPE
persen,PRC
lpg,PRD
jakarta,GPE
menteri energi sumber daya mineral esdm,NOR
bahlil lah,PER
bahan bakar minyak bbm subsidi jenis,PRD
minyak dunia,PRD
amerika,GPE
serikat,EVT
iran,GPE
bbm,PRD
bensin,PRD
minyak dunia,PRD
pemerintah,NOR
##lil,EVT
konferensi pers,EVT
es,NOR
##dm,ORG
kementerian esdm jakarta,NOR
bahan bakar minyak nonsubsidi pertamax,PRD
minyak mentah dunia bahlil,PRD
minyak dolar,PRD
jakarta,GPE
menteri energi sumber daya mineral esdm,NOR
bahlil lahadalia,PER
minyak,PRD
amerika serikatisrae,EVT
iran anggaran pendapatan belanja negara apbn,LAW
apbn,LAW
minyak mentah indonesiaindones,PRD
cru,MON
price,MON
dolar as,MON
dolar as,MON
bah,PER
##lil,PER
konferensi pers perkembangan terkini timur,EVT
esdm,ORG
kementerian esdm jakarta,NOR
minyak dunia,PRD
apbn,LAW
minyak juta,PRD
barel,QTY
jakarta,GPE
menteri energi sumber daya mineral esdm,NOR
bahlil lahada,PER
indonesia,GPE
minyak mentah,PRD
timur,GPE
amerika serikat,GPE
as,GPE
asisrael,EVT
iran,GPE
cru,PRD
minyak mentah,PRD
timur,PRD
amerika serikat,GPE
konferensi pers perkembangan terkini timur,EVT
esdm,NOR
kementerian esdm jakarta,NOR
timur,GPE
amerika serikat,GPE
crude minyak mentah indonesia,PRD
bah,PER
##lil,PER
ren,LAW
jakarta,GPE
otoritas jasa keuangan ojk lembaga jasa keuangan ljk,ORG
iran,GPE
amerika serikat,GPE
##rae,ORG
ojk lembaga jasa keuangan,ORG
jasa keuangan,ORG
pj,NOR
ketua,NOR
dewan komisioner ojk,ORG
friderica widyasari,PER
jakarta,ORG
friderica,PER
kiki,PER
washington,GPE
komando pusat central commandcentcom amerika serikat as,NOR
iran,GPE
as,GPE
enam,CRD
maret,DAT
wib,TIM
enam,CRD
militer,NOR
as,GPE
as,GPE
iran,GPE
centcom,LOC
as,GPE
cent,ORG
##com,NOR
as,GPE
as,GPE
kapal angkatan laut iran,PRD
teluk oman as,LOC
israel,GPE
iran,GPE
iran,GPE
washington,GPE
departemen negeri amerika serikat as,NOR
departemen negeri as,NOR
amerika,GPE
asisten menteri negeri as urusan konsuler mora,NOR
bahrain mesir iran,GPE
irak,GPE
israel tepi,GPE
barat,LOC
gaza,GPE
yordania,GPE
kuwait,GPE
lebanon,GPE
oman,GPE
qatar,GPE
arab saudi,GPE
suriah uni emi,GPE
mataram,GPE
teheran,GPE
rudal,PRD
amerika serikat,GPE
israel,GPE
iran,GPE
februari,DAT
ayatollah ali khamene,PER
organisasi islam,NOR
indonesia,GPE
nahdlatul ulama muhammadiyah,ORG
##alas,LOC
iran,GPE
beijing,NOR
menteri negeri china,NOR
wang yi,PER
menlu iran,NOR
abbas araghchi,PER
menlu oman,NOR
badr albusai,PER
##di,NOR
menlu prancis,NOR
jeannoel barrot,PER
wang yi china,PER
amerika serikat israel,GPE
kementerian negeri china,NOR
beijing,GPE
iran,GPE
beijing,GPE
pemerintah china,NOR
gabungan,NOR
asisrael iran,NOR
china,GPE
pemerintah china,NOR
teheran,GPE
juru bicara kementerian negeri kemlu china,NOR
mao ning,PER
konferensi pers beijing,NOR
kedutaan china iran,NOR
iran,GPE
kemlu,NOR
misi diplomatik,NOR
china,GPE
iran,GPE
china,GPE
china,GPE
jakarta,GPE
amerika serikat,GPE
israel iran,GPE
asisrael iran,NOR
februari,DAT
as,GPE
iran,GPE
oman,GPE
as,GPE
iran,GPE
oman,GPE
jenewa,GPE
swiss,GPE
##osia,NOR
washington,GPE
teheran,NOR
menteri negeri oman,NOR
badr albusaidi,PER
web,PRD
uu ite,LAW
teheran,GPE
pemimpin tertinggi iran,NOR
ali khamenei mansoureh khojasteh,PER
mehr amerika serikat israel,NOR
iran,GPE
teheran,GPE
iran,GPE
israel,GPE
as,GPE
timur,NOR
stasiun tv pemerintah iran,NOR
pemimpin tertinggi iran,NOR
ali khamene,PER
as,GPE
iran,GPE
iran,GPE
as,GPE
israel,GPE
ali khamene,PER
s,PER
istanbul,GPE
israel,GPE
amerika serikat,GPE
iran,GPE
the wall street journal,ORG
israel,GPE
iran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
komandan korps garda revolusi islam,NOR
pertahanan udara,PRD
rudal balistik,PRD
militer isra,NOR
istanbul sabit merah,GPE
iran,GPE
amerika,GPE
serikat,NOR
israel,GPE
fars,ORG
iran,GPE
sabit merah,ORG
iran,GPE
amerika serikat,GPE
israel,GPE
iran,GPE
iran,NOR
pemimpin tertinggi,NOR
ayatollah ali khamenei,PER
teheran,GPE
drone rudal,PRD
israel,GPE
istanbul,GPE
presiden amerika serikat as,NOR
donald trump,PER
iran,GPE
komandan,NOR
iran,NOR
iran,GPE
trump,PER
amerika,GPE
trump,PER
komando,NOR
iran,GPE
korps garda revolusi islam iran irgc militer kepolisian,NOR
istanbul,GPE
sekretaris dewan keamanan nasional tertinggi iran,NOR
ali larijani,PER
teheran,GPE
washington,GPE
iran,GPE
amerika serikat,GPE
lari,PER
##jan,ORG
platform x,ORG
